Participant_ID,Expertise,Task,Version,Time_Taken,Likert,Likert_Rating
122,Advanced,1,B,285.110456,Likert_1,3
122,Advanced,2,B,285.110456,Likert_2,2
122,Advanced,3,B,285.110456,Likert_3,5
122,Advanced,4,B,285.110456,Likert_4,4
122,Advanced,5,B,285.110456,Likert_5,1
123,Beginner,1,A,284.5493515,Likert_1,3
123,Beginner,2,A,284.5493515,Likert_2,2
123,Beginner,3,A,284.5493515,Likert_3,3
123,Beginner,4,A,284.5493515,Likert_4,3
123,Beginner,5,A,284.5493515,Likert_5,4
123,Beginner,1,B,216.1998097,Likert_1,3
123,Beginner,2,B,216.1998097,Likert_2,2
123,Beginner,3,B,216.1998097,Likert_3,2
123,Beginner,4,B,216.1998097,Likert_4,3
123,Beginner,5,B,216.1998097,Likert_5,2
124,Beginner,1,A,357.6165782,Likert_1,4
124,Beginner,2,A,357.6165782,Likert_2,2
124,Beginner,3,A,357.6165782,Likert_3,2
124,Beginner,4,A,357.6165782,Likert_4,3
124,Beginner,5,A,357.6165782,Likert_5,3
124,Beginner,1,B,353.9809296,Likert_1,3
124,Beginner,2,B,353.9809296,Likert_2,4
124,Beginner,3,B,353.9809296,Likert_3,4
124,Beginner,4,B,353.9809296,Likert_4,4
124,Beginner,5,B,353.9809296,Likert_5,5
125,Intermediate,1,A,259.331787,Likert_1,2
125,Intermediate,2,A,259.331787,Likert_2,4
125,Intermediate,3,A,259.331787,Likert_3,2
125,Intermediate,4,A,259.331787,Likert_4,1
125,Intermediate,5,A,259.331787,Likert_5,5
125,Intermediate,1,B,226.6787836,Likert_1,3
125,Intermediate,2,B,226.6787836,Likert_2,3
125,Intermediate,3,B,226.6787836,Likert_3,4
125,Intermediate,4,B,226.6787836,Likert_4,3
125,Intermediate,5,B,226.6787836,Likert_5,3
126,Beginner,1,A,326.0532438,Likert_1,3
126,Beginner,2,A,326.0532438,Likert_2,4
126,Beginner,3,A,326.0532438,Likert_3,4
126,Beginner,4,A,326.0532438,Likert_4,2
126,Beginner,5,A,326.0532438,Likert_5,4
126,Beginner,1,B,271.2106015,Likert_1,2
126,Beginner,2,B,271.2106015,Likert_2,2
126,Beginner,3,B,271.2106015,Likert_3,3
126,Beginner,4,B,271.2106015,Likert_4,3
126,Beginner,5,B,271.2106015,Likert_5,3
127,Beginner,1,A,307.0976582,Likert_1,3
127,Beginner,2,A,307.0976582,Likert_2,4
127,Beginner,3,A,307.0976582,Likert_3,3
127,Beginner,4,A,307.0976582,Likert_4,2
127,Beginner,5,A,307.0976582,Likert_5,3
127,Beginner,1,B,284.0335791,Likert_1,3
127,Beginner,2,B,284.0335791,Likert_2,3
127,Beginner,3,B,284.0335791,Likert_3,3
127,Beginner,4,B,284.0335791,Likert_4,3
127,Beginner,5,B,284.0335791,Likert_5,2
128,Intermediate,1,A,334.5769376,Likert_1,5
128,Intermediate,2,A,334.5769376,Likert_2,3
128,Intermediate,3,A,334.5769376,Likert_3,3
128,Intermediate,4,A,334.5769376,Likert_4,3
128,Intermediate,5,A,334.5769376,Likert_5,3
128,Intermediate,1,B,334.7374572,Likert_1,5
128,Intermediate,2,B,334.7374572,Likert_2,4
128,Intermediate,3,B,334.7374572,Likert_3,4
128,Intermediate,4,B,334.7374572,Likert_4,4
128,Intermediate,5,B,334.7374572,Likert_5,3
129,Beginner,1,A,263.7201311,Likert_1,4
129,Beginner,2,A,263.7201311,Likert_2,3
129,Beginner,3,A,263.7201311,Likert_3,3
129,Beginner,4,A,263.7201311,Likert_4,3
129,Beginner,5,A,263.7201311,Likert_5,3
129,Beginner,1,B,230.8318022,Likert_1,3
129,Beginner,2,B,230.8318022,Likert_2,2
129,Beginner,3,B,230.8318022,Likert_3,5
129,Beginner,4,B,230.8318022,Likert_4,4
129,Beginner,5,B,230.8318022,Likert_5,3
130,Beginner,1,A,220.8530801,Likert_1,3
130,Beginner,2,A,220.8530801,Likert_2,1
130,Beginner,3,A,220.8530801,Likert_3,4
130,Beginner,4,A,220.8530801,Likert_4,3
130,Beginner,5,A,220.8530801,Likert_5,3
130,Beginner,1,B,330.518969,Likert_1,3
130,Beginner,2,B,330.518969,Likert_2,4
130,Beginner,3,B,330.518969,Likert_3,3
130,Beginner,4,B,330.518969,Likert_4,1
130,Beginner,5,B,330.518969,Likert_5,2
131,Beginner,1,A,240.5570371,Likert_1,2
131,Beginner,2,A,240.5570371,Likert_2,2
131,Beginner,3,A,240.5570371,Likert_3,2
131,Beginner,4,A,240.5570371,Likert_4,3
131,Beginner,5,A,240.5570371,Likert_5,3
131,Beginner,1,B,274.6591823,Likert_1,2
131,Beginner,2,B,274.6591823,Likert_2,3
131,Beginner,3,B,274.6591823,Likert_3,3
131,Beginner,4,B,274.6591823,Likert_4,1
131,Beginner,5,B,274.6591823,Likert_5,3
132,Beginner,1,A,270.1842981,Likert_1,4
132,Beginner,2,A,270.1842981,Likert_2,3
132,Beginner,3,A,270.1842981,Likert_3,3
132,Beginner,4,A,270.1842981,Likert_4,3
132,Beginner,5,A,270.1842981,Likert_5,4
132,Beginner,1,B,297.3716352,Likert_1,3
132,Beginner,2,B,297.3716352,Likert_2,3
132,Beginner,3,B,297.3716352,Likert_3,2
132,Beginner,4,B,297.3716352,Likert_4,2
132,Beginner,5,B,297.3716352,Likert_5,3
133,Advanced,1,A,203.1860097,Likert_1,2
133,Advanced,2,A,203.1860097,Likert_2,4
133,Advanced,3,A,203.1860097,Likert_3,5
133,Advanced,4,A,203.1860097,Likert_4,2
133,Advanced,5,A,203.1860097,Likert_5,3
133,Advanced,1,B,309.4389298,Likert_1,3
133,Advanced,2,B,309.4389298,Likert_2,3
133,Advanced,3,B,309.4389298,Likert_3,3
133,Advanced,4,B,309.4389298,Likert_4,2
133,Advanced,5,B,309.4389298,Likert_5,3
134,Intermediate,1,A,326.1945512,Likert_1,3
134,Intermediate,2,A,326.1945512,Likert_2,4
134,Intermediate,3,A,326.1945512,Likert_3,2
134,Intermediate,4,A,326.1945512,Likert_4,3
134,Intermediate,5,A,326.1945512,Likert_5,4
134,Intermediate,1,B,304.4211044,Likert_1,3
134,Intermediate,2,B,304.4211044,Likert_2,3
134,Intermediate,3,B,304.4211044,Likert_3,4
134,Intermediate,4,B,304.4211044,Likert_4,2
134,Intermediate,5,B,304.4211044,Likert_5,4
135,Intermediate,1,A,284.4556914,Likert_1,2
135,Intermediate,2,A,284.4556914,Likert_2,3
135,Intermediate,3,A,284.4556914,Likert_3,3
135,Intermediate,4,A,284.4556914,Likert_4,3
135,Intermediate,5,A,284.4556914,Likert_5,4
135,Intermediate,1,B,304.8700083,Likert_1,2
135,Intermediate,2,B,304.8700083,Likert_2,3
135,Intermediate,3,B,304.8700083,Likert_3,3
135,Intermediate,4,B,304.8700083,Likert_4,3
135,Intermediate,5,B,304.8700083,Likert_5,2
136,Intermediate,1,A,319.9523173,Likert_1,4
136,Intermediate,2,A,319.9523173,Likert_2,3
136,Intermediate,3,A,319.9523173,Likert_3,3
136,Intermediate,4,A,319.9523173,Likert_4,2
136,Intermediate,5,A,319.9523173,Likert_5,3
136,Intermediate,1,B,161.3703622,Likert_1,3
136,Intermediate,2,B,161.3703622,Likert_2,3
136,Intermediate,3,B,161.3703622,Likert_3,2
136,Intermediate,4,B,161.3703622,Likert_4,2
136,Intermediate,5,B,161.3703622,Likert_5,4
137,Intermediate,1,A,397.7956154,Likert_1,4
137,Intermediate,2,A,397.7956154,Likert_2,3
137,Intermediate,3,A,397.7956154,Likert_3,4
137,Intermediate,4,A,397.7956154,Likert_4,3
137,Intermediate,5,A,397.7956154,Likert_5,2
137,Intermediate,1,B,319.5046661,Likert_1,2
137,Intermediate,2,B,319.5046661,Likert_2,2
137,Intermediate,3,B,319.5046661,Likert_3,3
137,Intermediate,4,B,319.5046661,Likert_4,4
137,Intermediate,5,B,319.5046661,Likert_5,4
138,Advanced,1,A,267.3795709,Likert_1,3
138,Advanced,2,A,267.3795709,Likert_2,3
138,Advanced,3,A,267.3795709,Likert_3,4
138,Advanced,4,A,267.3795709,Likert_4,2
138,Advanced,5,A,267.3795709,Likert_5,3
138,Advanced,1,B,280.4523312,Likert_1,3
138,Advanced,2,B,280.4523312,Likert_2,4
138,Advanced,3,B,280.4523312,Likert_3,3
138,Advanced,4,B,280.4523312,Likert_4,4
138,Advanced,5,B,280.4523312,Likert_5,3
139,Advanced,1,A,324.6870889,Likert_1,3
139,Advanced,2,A,324.6870889,Likert_2,5
139,Advanced,3,A,324.6870889,Likert_3,3
139,Advanced,4,A,324.6870889,Likert_4,4
139,Advanced,5,A,324.6870889,Likert_5,1
139,Advanced,1,B,294.194803,Likert_1,4
139,Advanced,2,B,294.194803,Likert_2,2
139,Advanced,3,B,294.194803,Likert_3,3
139,Advanced,4,B,294.194803,Likert_4,3
139,Advanced,5,B,294.194803,Likert_5,4
140,Intermediate,1,A,198.4657766,Likert_1,2
140,Intermediate,2,A,198.4657766,Likert_2,3
140,Intermediate,3,A,198.4657766,Likert_3,3
140,Intermediate,4,A,198.4657766,Likert_4,3
140,Intermediate,5,A,198.4657766,Likert_5,2
140,Intermediate,1,B,403.2246431,Likert_1,4
140,Intermediate,2,B,403.2246431,Likert_2,2
140,Intermediate,3,B,403.2246431,Likert_3,1
140,Intermediate,4,B,403.2246431,Likert_4,4
140,Intermediate,5,B,403.2246431,Likert_5,3
141,Beginner,1,A,294.4729671,Likert_1,2
141,Beginner,2,A,294.4729671,Likert_2,2
141,Beginner,3,A,294.4729671,Likert_3,3
141,Beginner,4,A,294.4729671,Likert_4,3
141,Beginner,5,A,294.4729671,Likert_5,4
141,Beginner,1,B,351.0086356,Likert_1,3
141,Beginner,2,B,351.0086356,Likert_2,3
141,Beginner,3,B,351.0086356,Likert_3,3
141,Beginner,4,B,351.0086356,Likert_4,3
141,Beginner,5,B,351.0086356,Likert_5,3
142,Advanced,1,A,265.3975076,Likert_1,3
142,Advanced,2,A,265.3975076,Likert_2,2
142,Advanced,3,A,265.3975076,Likert_3,4
142,Advanced,4,A,265.3975076,Likert_4,4
142,Advanced,5,A,265.3975076,Likert_5,4
142,Advanced,1,B,376.8188527,Likert_1,4
142,Advanced,2,B,376.8188527,Likert_2,4
142,Advanced,3,B,376.8188527,Likert_3,3
142,Advanced,4,B,376.8188527,Likert_4,2
142,Advanced,5,B,376.8188527,Likert_5,3
143,Advanced,1,A,314.3171844,Likert_1,3
143,Advanced,2,A,314.3171844,Likert_2,5
143,Advanced,3,A,314.3171844,Likert_3,2
143,Advanced,4,A,314.3171844,Likert_4,4
143,Advanced,5,A,314.3171844,Likert_5,3
143,Advanced,1,B,330.4421917,Likert_1,4
143,Advanced,2,B,330.4421917,Likert_2,3
143,Advanced,3,B,330.4421917,Likert_3,3
143,Advanced,4,B,330.4421917,Likert_4,3
143,Advanced,5,B,330.4421917,Likert_5,2
144,Intermediate,1,A,247.7373317,Likert_1,4
144,Intermediate,2,A,247.7373317,Likert_2,2
144,Intermediate,3,A,247.7373317,Likert_3,3
144,Intermediate,4,A,247.7373317,Likert_4,1
144,Intermediate,5,A,247.7373317,Likert_5,3
144,Intermediate,1,B,360.5572645,Likert_1,2
144,Intermediate,2,B,360.5572645,Likert_2,2
144,Intermediate,3,B,360.5572645,Likert_3,3
144,Intermediate,4,B,360.5572645,Likert_4,4
144,Intermediate,5,B,360.5572645,Likert_5,3
145,Intermediate,1,A,334.4909082,Likert_1,5
145,Intermediate,2,A,334.4909082,Likert_2,4
145,Intermediate,3,A,334.4909082,Likert_3,1
145,Intermediate,4,A,334.4909082,Likert_4,3
145,Intermediate,5,A,334.4909082,Likert_5,3
145,Intermediate,1,B,365.0923115,Likert_1,2
145,Intermediate,2,B,365.0923115,Likert_2,3
145,Intermediate,3,B,365.0923115,Likert_3,1
145,Intermediate,4,B,365.0923115,Likert_4,1
145,Intermediate,5,B,365.0923115,Likert_5,1
146,Beginner,1,A,268.595622,Likert_1,4
146,Beginner,2,A,268.595622,Likert_2,3
146,Beginner,3,A,268.595622,Likert_3,2
146,Beginner,4,A,268.595622,Likert_4,2
146,Beginner,5,A,268.595622,Likert_5,3
146,Beginner,1,B,275.9486441,Likert_1,3
146,Beginner,2,B,275.9486441,Likert_2,5
146,Beginner,3,B,275.9486441,Likert_3,3
146,Beginner,4,B,275.9486441,Likert_4,3
146,Beginner,5,B,275.9486441,Likert_5,3
147,Intermediate,1,A,415.1958349,Likert_1,2
147,Intermediate,2,A,415.1958349,Likert_2,3
147,Intermediate,3,A,415.1958349,Likert_3,3
147,Intermediate,4,A,415.1958349,Likert_4,3
147,Intermediate,5,A,415.1958349,Likert_5,4
147,Intermediate,1,B,246.9992089,Likert_1,4
147,Intermediate,2,B,246.9992089,Likert_2,1
147,Intermediate,3,B,246.9992089,Likert_3,4
147,Intermediate,4,B,246.9992089,Likert_4,3
147,Intermediate,5,B,246.9992089,Likert_5,2
148,Advanced,1,A,293.202515,Likert_1,4
148,Advanced,2,A,293.202515,Likert_2,3
148,Advanced,3,A,293.202515,Likert_3,4
148,Advanced,4,A,293.202515,Likert_4,3
148,Advanced,5,A,293.202515,Likert_5,4
148,Advanced,1,B,356.8445681,Likert_1,3
148,Advanced,2,B,356.8445681,Likert_2,3
148,Advanced,3,B,356.8445681,Likert_3,2
148,Advanced,4,B,356.8445681,Likert_4,3
148,Advanced,5,B,356.8445681,Likert_5,1
149,Beginner,1,A,304.8862484,Likert_1,2
149,Beginner,2,A,304.8862484,Likert_2,4
149,Beginner,3,A,304.8862484,Likert_3,3
149,Beginner,4,A,304.8862484,Likert_4,3
149,Beginner,5,A,304.8862484,Likert_5,2
149,Beginner,1,B,329.147684,Likert_1,2
149,Beginner,2,B,329.147684,Likert_2,3
149,Beginner,3,B,329.147684,Likert_3,1
149,Beginner,4,B,329.147684,Likert_4,2
149,Beginner,5,B,329.147684,Likert_5,4
150,Beginner,1,A,280.0275485,Likert_1,3
150,Beginner,2,A,280.0275485,Likert_2,3
150,Beginner,3,A,280.0275485,Likert_3,2
150,Beginner,4,A,280.0275485,Likert_4,2
150,Beginner,5,A,280.0275485,Likert_5,3
150,Beginner,1,B,318.5027944,Likert_1,5
150,Beginner,2,B,318.5027944,Likert_2,4
150,Beginner,3,B,318.5027944,Likert_3,1
150,Beginner,4,B,318.5027944,Likert_4,3
150,Beginner,5,B,318.5027944,Likert_5,2
151,Advanced,1,A,234.6736574,Likert_1,3
151,Advanced,2,A,234.6736574,Likert_2,3
151,Advanced,3,A,234.6736574,Likert_3,2
151,Advanced,4,A,234.6736574,Likert_4,3
151,Advanced,5,A,234.6736574,Likert_5,3
151,Advanced,1,B,382.906534,Likert_1,3
151,Advanced,2,B,382.906534,Likert_2,4
151,Advanced,3,B,382.906534,Likert_3,3
151,Advanced,4,B,382.906534,Likert_4,3
151,Advanced,5,B,382.906534,Likert_5,4
152,Beginner,1,A,294.0917977,Likert_1,5
152,Beginner,2,A,294.0917977,Likert_2,2
152,Beginner,3,A,294.0917977,Likert_3,3
152,Beginner,4,A,294.0917977,Likert_4,3
152,Beginner,5,A,294.0917977,Likert_5,5
152,Beginner,1,B,265.9910898,Likert_1,1
152,Beginner,2,B,265.9910898,Likert_2,3
152,Beginner,3,B,265.9910898,Likert_3,3
152,Beginner,4,B,265.9910898,Likert_4,2
152,Beginner,5,B,265.9910898,Likert_5,2
153,Advanced,1,A,333.3191541,Likert_1,2
153,Advanced,2,A,333.3191541,Likert_2,3
153,Advanced,3,A,333.3191541,Likert_3,1
153,Advanced,4,A,333.3191541,Likert_4,4
153,Advanced,5,A,333.3191541,Likert_5,1
153,Advanced,1,B,276.9640106,Likert_1,3
153,Advanced,2,B,276.9640106,Likert_2,1
153,Advanced,3,B,276.9640106,Likert_3,4
153,Advanced,4,B,276.9640106,Likert_4,5
153,Advanced,5,B,276.9640106,Likert_5,4
154,Intermediate,1,A,233.2870764,Likert_1,2
154,Intermediate,2,A,233.2870764,Likert_2,4
154,Intermediate,3,A,233.2870764,Likert_3,4
154,Intermediate,4,A,233.2870764,Likert_4,4
154,Intermediate,5,A,233.2870764,Likert_5,2
154,Intermediate,1,B,232.6641247,Likert_1,3
154,Intermediate,2,B,232.6641247,Likert_2,4
154,Intermediate,3,B,232.6641247,Likert_3,3
154,Intermediate,4,B,232.6641247,Likert_4,3
154,Intermediate,5,B,232.6641247,Likert_5,5
155,Intermediate,1,A,334.6886576,Likert_1,3
155,Intermediate,2,A,334.6886576,Likert_2,3
155,Intermediate,3,A,334.6886576,Likert_3,3
155,Intermediate,4,A,334.6886576,Likert_4,4
155,Intermediate,5,A,334.6886576,Likert_5,4
155,Intermediate,1,B,292.0213281,Likert_1,3
155,Intermediate,2,B,292.0213281,Likert_2,2
155,Intermediate,3,B,292.0213281,Likert_3,1
155,Intermediate,4,B,292.0213281,Likert_4,2
155,Intermediate,5,B,292.0213281,Likert_5,1
156,Intermediate,1,A,293.314922,Likert_1,2
156,Intermediate,2,A,293.314922,Likert_2,4
156,Intermediate,3,A,293.314922,Likert_3,2
156,Intermediate,4,A,293.314922,Likert_4,3
156,Intermediate,5,A,293.314922,Likert_5,2
156,Intermediate,1,B,353.8871903,Likert_1,3
156,Intermediate,2,B,353.8871903,Likert_2,2
156,Intermediate,3,B,353.8871903,Likert_3,2
156,Intermediate,4,B,353.8871903,Likert_4,2
156,Intermediate,5,B,353.8871903,Likert_5,2
157,Intermediate,1,A,243.6587096,Likert_1,4
157,Intermediate,2,A,243.6587096,Likert_2,3
157,Intermediate,3,A,243.6587096,Likert_3,2
157,Intermediate,4,A,243.6587096,Likert_4,3
157,Intermediate,5,A,243.6587096,Likert_5,5
157,Intermediate,1,B,263.4661124,Likert_1,3
157,Intermediate,2,B,263.4661124,Likert_2,4
157,Intermediate,3,B,263.4661124,Likert_3,4
157,Intermediate,4,B,263.4661124,Likert_4,4
157,Intermediate,5,B,263.4661124,Likert_5,4
158,Beginner,1,A,280.7560095,Likert_1,2
158,Beginner,2,A,280.7560095,Likert_2,3
158,Beginner,3,A,280.7560095,Likert_3,2
158,Beginner,4,A,280.7560095,Likert_4,4
158,Beginner,5,A,280.7560095,Likert_5,2
158,Beginner,1,B,304.7175795,Likert_1,2
158,Beginner,2,B,304.7175795,Likert_2,2
158,Beginner,3,B,304.7175795,Likert_3,3
158,Beginner,4,B,304.7175795,Likert_4,3
158,Beginner,5,B,304.7175795,Likert_5,3
159,Beginner,1,A,297.8914274,Likert_1,2
159,Beginner,2,A,297.8914274,Likert_2,5
159,Beginner,3,A,297.8914274,Likert_3,2
159,Beginner,4,A,297.8914274,Likert_4,4
159,Beginner,5,A,297.8914274,Likert_5,3
159,Beginner,1,B,285.6556404,Likert_1,3
159,Beginner,2,B,285.6556404,Likert_2,4
159,Beginner,3,B,285.6556404,Likert_3,3
159,Beginner,4,B,285.6556404,Likert_4,5
159,Beginner,5,B,285.6556404,Likert_5,3
160,Intermediate,1,A,296.9186799,Likert_1,3
160,Intermediate,2,A,296.9186799,Likert_2,2
160,Intermediate,3,A,296.9186799,Likert_3,2
160,Intermediate,4,A,296.9186799,Likert_4,3
160,Intermediate,5,A,296.9186799,Likert_5,4
160,Intermediate,1,B,294.6347362,Likert_1,2
160,Intermediate,2,B,294.6347362,Likert_2,3
160,Intermediate,3,B,294.6347362,Likert_3,3
160,Intermediate,4,B,294.6347362,Likert_4,2
160,Intermediate,5,B,294.6347362,Likert_5,4
161,Advanced,1,A,264.0197806,Likert_1,3
161,Advanced,2,A,264.0197806,Likert_2,3
161,Advanced,3,A,264.0197806,Likert_3,2
161,Advanced,4,A,264.0197806,Likert_4,4
161,Advanced,5,A,264.0197806,Likert_5,4
161,Advanced,1,B,259.3503506,Likert_1,2
161,Advanced,2,B,259.3503506,Likert_2,3
161,Advanced,3,B,259.3503506,Likert_3,3
161,Advanced,4,B,259.3503506,Likert_4,2
161,Advanced,5,B,259.3503506,Likert_5,2
162,Advanced,1,A,313.7258179,Likert_1,5
162,Advanced,2,A,313.7258179,Likert_2,5
162,Advanced,3,A,313.7258179,Likert_3,2
162,Advanced,4,A,313.7258179,Likert_4,4
162,Advanced,5,A,313.7258179,Likert_5,4
162,Advanced,1,B,255.4542459,Likert_1,2
162,Advanced,2,B,255.4542459,Likert_2,3
162,Advanced,3,B,255.4542459,Likert_3,3
162,Advanced,4,B,255.4542459,Likert_4,3
162,Advanced,5,B,255.4542459,Likert_5,1
163,Advanced,1,A,242.132237,Likert_1,4
163,Advanced,2,A,242.132237,Likert_2,4
163,Advanced,3,A,242.132237,Likert_3,2
163,Advanced,4,A,242.132237,Likert_4,2
163,Advanced,5,A,242.132237,Likert_5,3
163,Advanced,1,B,284.3853874,Likert_1,3
163,Advanced,2,B,284.3853874,Likert_2,1
163,Advanced,3,B,284.3853874,Likert_3,5
163,Advanced,4,B,284.3853874,Likert_4,3
163,Advanced,5,B,284.3853874,Likert_5,2
164,Intermediate,1,A,292.1166492,Likert_1,3
164,Intermediate,2,A,292.1166492,Likert_2,4
164,Intermediate,3,A,292.1166492,Likert_3,4
164,Intermediate,4,A,292.1166492,Likert_4,4
164,Intermediate,5,A,292.1166492,Likert_5,4
164,Intermediate,1,B,412.8361749,Likert_1,3
164,Intermediate,2,B,412.8361749,Likert_2,1
164,Intermediate,3,B,412.8361749,Likert_3,3
164,Intermediate,4,B,412.8361749,Likert_4,1
164,Intermediate,5,B,412.8361749,Likert_5,4
165,Intermediate,1,A,264.7649862,Likert_1,2
165,Intermediate,2,A,264.7649862,Likert_2,4
165,Intermediate,3,A,264.7649862,Likert_3,3
165,Intermediate,4,A,264.7649862,Likert_4,3
165,Intermediate,5,A,264.7649862,Likert_5,2
165,Intermediate,1,B,347.1630362,Likert_1,3
165,Intermediate,2,B,347.1630362,Likert_2,3
165,Intermediate,3,B,347.1630362,Likert_3,3
165,Intermediate,4,B,347.1630362,Likert_4,2
165,Intermediate,5,B,347.1630362,Likert_5,2
166,Beginner,1,A,337.3594167,Likert_1,4
166,Beginner,2,A,337.3594167,Likert_2,3
166,Beginner,3,A,337.3594167,Likert_3,2
166,Beginner,4,A,337.3594167,Likert_4,4
166,Beginner,5,A,337.3594167,Likert_5,3
166,Beginner,1,B,240.5527522,Likert_1,2
166,Beginner,2,B,240.5527522,Likert_2,3
166,Beginner,3,B,240.5527522,Likert_3,3
166,Beginner,4,B,240.5527522,Likert_4,2
166,Beginner,5,B,240.5527522,Likert_5,1
167,Intermediate,1,A,338.6626489,Likert_1,2
167,Intermediate,2,A,338.6626489,Likert_2,5
167,Intermediate,3,A,338.6626489,Likert_3,3
167,Intermediate,4,A,338.6626489,Likert_4,4
167,Intermediate,5,A,338.6626489,Likert_5,4
167,Intermediate,1,B,240.805968,Likert_1,3
167,Intermediate,2,B,240.805968,Likert_2,3
167,Intermediate,3,B,240.805968,Likert_3,3
167,Intermediate,4,B,240.805968,Likert_4,2
167,Intermediate,5,B,240.805968,Likert_5,4
168,Advanced,1,A,167.0413881,Likert_1,2
168,Advanced,2,A,167.0413881,Likert_2,3
168,Advanced,3,A,167.0413881,Likert_3,2
168,Advanced,4,A,167.0413881,Likert_4,2
168,Advanced,5,A,167.0413881,Likert_5,5
168,Advanced,1,B,330.3159762,Likert_1,4
168,Advanced,2,B,330.3159762,Likert_2,2
168,Advanced,3,B,330.3159762,Likert_3,1
168,Advanced,4,B,330.3159762,Likert_4,2
168,Advanced,5,B,330.3159762,Likert_5,2
169,Intermediate,1,A,212.2054708,Likert_1,4
169,Intermediate,2,A,212.2054708,Likert_2,3
169,Intermediate,3,A,212.2054708,Likert_3,3
169,Intermediate,4,A,212.2054708,Likert_4,2
169,Intermediate,5,A,212.2054708,Likert_5,3
169,Intermediate,1,B,322.5467231,Likert_1,1
169,Intermediate,2,B,322.5467231,Likert_2,3
169,Intermediate,3,B,322.5467231,Likert_3,4
169,Intermediate,4,B,322.5467231,Likert_4,1
169,Intermediate,5,B,322.5467231,Likert_5,2
170,Intermediate,1,A,265.7994551,Likert_1,3
170,Intermediate,2,A,265.7994551,Likert_2,3
170,Intermediate,3,A,265.7994551,Likert_3,4
170,Intermediate,4,A,265.7994551,Likert_4,4
170,Intermediate,5,A,265.7994551,Likert_5,2
170,Intermediate,1,B,382.9775398,Likert_1,3
170,Intermediate,2,B,382.9775398,Likert_2,3
170,Intermediate,3,B,382.9775398,Likert_3,5
170,Intermediate,4,B,382.9775398,Likert_4,4
170,Intermediate,5,B,382.9775398,Likert_5,1
171,Advanced,1,A,353.42547,Likert_1,4
171,Advanced,2,A,353.42547,Likert_2,3
171,Advanced,3,A,353.42547,Likert_3,3
171,Advanced,4,A,353.42547,Likert_4,2
171,Advanced,5,A,353.42547,Likert_5,4
171,Advanced,1,B,277.3307098,Likert_1,2
171,Advanced,2,B,277.3307098,Likert_2,2
171,Advanced,3,B,277.3307098,Likert_3,2
171,Advanced,4,B,277.3307098,Likert_4,2
171,Advanced,5,B,277.3307098,Likert_5,3
172,Beginner,1,A,265.6081194,Likert_1,3
172,Beginner,2,A,265.6081194,Likert_2,2
172,Beginner,3,A,265.6081194,Likert_3,5
172,Beginner,4,A,265.6081194,Likert_4,3
172,Beginner,5,A,265.6081194,Likert_5,2
172,Beginner,1,B,239.2961298,Likert_1,1
172,Beginner,2,B,239.2961298,Likert_2,4
172,Beginner,3,B,239.2961298,Likert_3,4
172,Beginner,4,B,239.2961298,Likert_4,2
172,Beginner,5,B,239.2961298,Likert_5,3
173,Beginner,1,A,277.9538684,Likert_1,4
173,Beginner,2,A,277.9538684,Likert_2,4
173,Beginner,3,A,277.9538684,Likert_3,4
173,Beginner,4,A,277.9538684,Likert_4,3
173,Beginner,5,A,277.9538684,Likert_5,5
173,Beginner,1,B,285.9822252,Likert_1,1
173,Beginner,2,B,285.9822252,Likert_2,1
173,Beginner,3,B,285.9822252,Likert_3,3
173,Beginner,4,B,285.9822252,Likert_4,2
173,Beginner,5,B,285.9822252,Likert_5,2
174,Advanced,1,A,281.7653228,Likert_1,2
174,Advanced,2,A,281.7653228,Likert_2,3
174,Advanced,3,A,281.7653228,Likert_3,2
174,Advanced,4,A,281.7653228,Likert_4,3
174,Advanced,5,A,281.7653228,Likert_5,2
174,Advanced,1,B,307.8351928,Likert_1,2
174,Advanced,2,B,307.8351928,Likert_2,3
174,Advanced,3,B,307.8351928,Likert_3,3
174,Advanced,4,B,307.8351928,Likert_4,2
174,Advanced,5,B,307.8351928,Likert_5,2
175,Intermediate,1,A,328.9260749,Likert_1,2
175,Intermediate,2,A,328.9260749,Likert_2,5
175,Intermediate,3,A,328.9260749,Likert_3,4
175,Intermediate,4,A,328.9260749,Likert_4,2
175,Intermediate,5,A,328.9260749,Likert_5,4
175,Intermediate,1,B,317.4827228,Likert_1,3
175,Intermediate,2,B,317.4827228,Likert_2,3
175,Intermediate,3,B,317.4827228,Likert_3,4
175,Intermediate,4,B,317.4827228,Likert_4,3
175,Intermediate,5,B,317.4827228,Likert_5,1
176,Advanced,1,A,261.7928038,Likert_1,4
176,Advanced,2,A,261.7928038,Likert_2,3
176,Advanced,3,A,261.7928038,Likert_3,4
176,Advanced,4,A,261.7928038,Likert_4,3
176,Advanced,5,A,261.7928038,Likert_5,4
176,Advanced,1,B,228.1104263,Likert_1,3
176,Advanced,2,B,228.1104263,Likert_2,4
176,Advanced,3,B,228.1104263,Likert_3,2
176,Advanced,4,B,228.1104263,Likert_4,3
176,Advanced,5,B,228.1104263,Likert_5,3
177,Beginner,1,A,368.2265924,Likert_1,2
177,Beginner,2,A,368.2265924,Likert_2,4
177,Beginner,3,A,368.2265924,Likert_3,4
177,Beginner,4,A,368.2265924,Likert_4,2
177,Beginner,5,A,368.2265924,Likert_5,4
177,Beginner,1,B,265.5275408,Likert_1,2
177,Beginner,2,B,265.5275408,Likert_2,2
